NUM_EP;NOM_EP;CHEMIN;DOUBLE;NB_VUES;DERNIERE_VUE
01;"Let Go, Let Gov";;False;0;
02;"Informative Murder Porn";;False;0;
03;"World War Zimmerman";;False;0;
04;"Goth Kids 3: Dawn of the Posers";;False;0;
05;"Taming Strange";;False;0;
06;"Ginger Cow";;False;0;
07;"Black Friday";;True;0;
08;"A Song of Ass and Fire";;True;0;
09;"Titties and Dragons";;True;0;
10;"The Hobbit";;False;0;
