NUM_EP,NOM_EP,CHEMIN,DOUBLE,NB_VUES,DERNIERE_VUE
01,"Stunning and Brave",,False,0,
02,"Where My Country Gone?",,False,0,
03,"The City Part of Town",,False,0,
04,"You're Not Yelping",,False,0,
05,"Safe Space",,False,0,
06,"Tweek x Craig",,False,0,
07,"Naughty Ninjas",,False,0,
08,"Sponsored Content",,True,0,
09,"Truth and Advertising",,True,0,
10,"PC Principal Final Justice",,True,0,
