NUM_EP,NOM_EP,CHEMIN,DOUBLE,NB_VUES,DERNIERE_VUE
01,"Sexual Healing",,False,0,
02,"The Tale of Scrotie McBoogerballs",,False,0,
03,"Medicinal Fried Chicken",,False,0,
04,"You Have 0 Friends",,False,0,
05,"200",,True,0,
06,"201",,True,0,
07,"Crippled Summer",,False,0,
08,"Poor and Stupid",,False,0,
09,"It's a Jersey Thing",,False,0,
10,"Insheeption",,False,0,
11,"Coon 2: Hindsight",,True,0,
12,"Mysterion Rises",,True,0,
13,"Coon vs. Coon and Friends",,True,0,
14,"Crème Fraîche",,False,0,
