NUM_EP;NOM_EP;CHEMIN;DOUBLE;NB_VUES;DERNIERE_VUE
01;"HumancentiPad";;False;0;
02;"Funnybot";;False;0;
03;"Royal Pudding";;False;0;
04;"T.M.I.";;False;0;
05;"Crack Baby Athletic Association";;False;0;
06;"City Sushi";;False;0;
07;"You're Getting Old";;True;0;
08;"Ass Burgers";;True;0;
09;"The Last of the Meheecans";;False;0;
10;"Bass to Mouth";;False;0;
11;"Broadway Bro Down";;False;0;
12;"1%";;False;0;
13;"A History Channel Thanksgiving";;False;0;
14;"The Poor Kid";;False;0;
